Region,Agency,LAWASiteID,LAWAWellName,Latitude,Longitude,Indicator,Units,State
Auckland,Auckland Council,LAWA-101674,BP Bombay,-37.19308584,174.9822733,Nitrate nitrogen,g/m³,11.2
Auckland,Auckland Council,LAWA-101663,Fielding Rd Sand,-37.1161675,174.962976,Nitrate nitrogen,g/m³,0.0005
Auckland,Auckland Council,LAWA-101664,Fielding Rd Volc,-37.1161675,174.962976,Nitrate nitrogen,g/m³,0.00935
Auckland,Auckland Council,LAWA-101666,Hickey Springs,-37.192866,174.90093,Nitrate nitrogen,g/m³,16.95
Auckland,Auckland Council,LAWA-101665,Hillview Springs,-37.169148,174.986554,Nitrate nitrogen,g/m³,14.75
Auckland,Auckland Council,LAWA-101661,Ostrich Farm Obs NO2,-37.16738681,174.8698183,Nitrate nitrogen,g/m³,0.0005
Auckland,Auckland Council,LAWA-101662,Ostrich Farm Rd Deep #1,-37.1661023,174.8698334,Nitrate nitrogen,g/m³,0.0015
Auckland,Auckland Council,LAWA-101648,Patumahoe Springs,-37.20051676,174.8476701,Nitrate nitrogen,g/m³,23
Auckland,Auckland Council,LAWA-104129,Rifle Range Central Volcanics Shallow,-37.20293744,174.87329,Nitrate nitrogen,g/m³,10.55
Auckland,Auckland Council,LAWA-101667,Rifle Range Rd Deep,-37.20292932,174.8735264,Nitrate nitrogen,g/m³,0.0015
Auckland,Auckland Council,LAWA-101673,Seagrove Rd,-37.13027358,174.7561493,Nitrate nitrogen,g/m³,0.0015
Auckland,Auckland Council,LAWA-101652,Waitakere Rd Deep,-36.78439331,174.5566526,Nitrate nitrogen,g/m³,0.0015
Auckland,Auckland Council,LAWA-101653,Waitakere Rd Shallow,-36.78235838,174.5603545,Nitrate nitrogen,g/m³,0.0015
Auckland,Auckland Council,LAWA-101671,Watson Ave,-36.88658944,174.7377031,Nitrate nitrogen,g/m³,3.45
Auckland,Auckland Council,LAWA-101675,Wilcox Gunclub Road,-37.20333691,174.8506121,Nitrate nitrogen,g/m³,25
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101500,Bore 1000147 at Maketu Rd,-37.77752676,176.429447,Nitrate nitrogen,g/m³,0.0005
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101455,Bore 1001058 73m at Taylor Reserve,-37.71070862,176.3269959,Nitrate nitrogen,g/m³,0.0005
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101531,Bore 1001059 at Otamarakau Marae,-37.8290596,176.597702,Nitrate nitrogen,g/m³,0.001
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101453,Bore 100106 25m at Taylor Reserve,-37.71070862,176.3269959,Nitrate nitrogen,g/m³,0.001
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101454,Bore 100107 45m at Taylor Reserve,-37.71070862,176.3269959,Nitrate nitrogen,g/m³,0.0005
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101334,Bore 100113 at Omokoroa Rd,-37.652106,176.025348,Nitrate nitrogen,g/m³,0.0365
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101404,Bore 1001238 at Lochinver,-38.95083042,176.4006782,Nitrate nitrogen,g/m³,0.03
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101406,Bore 1001241 at Lochinver,-38.87869351,176.364642,Nitrate nitrogen,g/m³,0.002
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101407,Bore 1001249 at Matea Rd,-38.81429292,176.3970008,Nitrate nitrogen,g/m³,3.841
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101483,Bore 1001289 at Kelly Rd,-37.7792,176.409,Nitrate nitrogen,g/m³,0.0005
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101484,Bore 1001290 at Kelly Rd,-37.7792,176.409,Nitrate nitrogen,g/m³,2.508
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101441,Bore 1001293 at Rangiuru Rd,-37.88839837,176.3037118,Nitrate nitrogen,g/m³,0.095
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101340,Bore 100130 at Capamagian Dr,-37.4372,175.9427,Nitrate nitrogen,g/m³,0.007
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101498,Bore 1018 at Maketu Rd (Warm supply),-37.77943026,176.426266,Nitrate nitrogen,g/m³,0.001
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101364,Bore 10965 at Oturoa Rd,-38.03926086,176.1739044,Nitrate nitrogen,g/m³,1.079
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101415,Bore 10968 at Gee Rd,-38.13357925,176.324295,Nitrate nitrogen,g/m³,0.927
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101403,Bore 1670 at Kairua Rd,-37.70718002,176.2498932,Nitrate nitrogen,g/m³,0.169
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101540,Bore 170047 at Horomanga Rd,-38.3725,176.7896,Nitrate nitrogen,g/m³,0.0005
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101541,Bore 170048 at Horomanga Rd,-38.3725,176.7896,Nitrate nitrogen,g/m³,0.00075
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101542,Bore 170049 at Horomanga Rd,-38.3725,176.7896,Nitrate nitrogen,g/m³,0.0005
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101318,Bore 2303 at Sharp Rd,-37.57297897,175.9434967,Nitrate nitrogen,g/m³,0.0005
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101316,Bore 2328 at Lund Rd,-37.5961,175.9025,Nitrate nitrogen,g/m³,0.002
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101338,Bore 2330 at Kauri Point,-37.51438141,175.970398,Nitrate nitrogen,g/m³,0.08
Bay of Plenty,Bay of Plenty Regional Council,EBOP-00066,Bore 2504 at Beach Rd,-37.66256185,176.1397907,Nitrate nitrogen,g/m³,0.016
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101545,Bore 2509 at Hallett Rd (CB2509),-37.99950027,176.7671051,Nitrate nitrogen,g/m³,0.199
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101480,Bore 2822 at Pongakawa School Rd,-37.8363726,176.4776902,Nitrate nitrogen,g/m³,0.0005
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101557,Bore 3036 at Otara Rd,-38.03585053,177.3168945,Nitrate nitrogen,g/m³,0.0005
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101373,Bore 3044 at Cambridge Rd,-37.70613098,176.1248016,Nitrate nitrogen,g/m³,0.002
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101554,Bore 3301 at Ohope Golf Club,-37.98703834,177.1281048,Nitrate nitrogen,g/m³,0.731
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101367,Bore 4007 at Dalbeth Rd,-38.05633108,176.1817034,Nitrate nitrogen,g/m³,0.955
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101473,Bore 410 at Coach Rd,-37.84870911,176.4237976,Nitrate nitrogen,g/m³,0.001
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101372,Bore 4364 at Cambridge Rd,-37.70631027,176.1248016,Nitrate nitrogen,g/m³,0.034
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101370,Bore 93 at James Rd,-37.67842102,176.0825043,Nitrate nitrogen,g/m³,0.119
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101472,Bore 951 at Wilson Rd South,-37.81037903,176.415802,Nitrate nitrogen,g/m³,0.0015
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101405,Piezo 1001239 at Lochinver,-38.95083042,176.4006782,Nitrate nitrogen,g/m³,1.599
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101539,Pool inlet at Braemar Springs,-37.96834724,176.7400765,Nitrate nitrogen,g/m³,0.7965
Bay of Plenty,Bay of Plenty Regional Council,EBOP-00069,Rangitaiki at Kokomoka (Bore 1001247),-38.81928635,176.4880676,Nitrate nitrogen,g/m³,1.099
Bay of Plenty,Bay of Plenty Regional Council,LAWA-101345,Waitapu Spring at Paradise Valley Rd,-38.10675812,176.1459961,Nitrate nitrogen,g/m³,0.629
Gisborne,Gisborne District Council,LAWA-103742,Chrisp 384 Bushmere Rd GPD190,-38.62889832,177.9283817,Nitrate nitrogen,g/m³,0.0061
Gisborne,Gisborne District Council,LAWA-103913,GAR016 Te Araroa Airstip Bore,-37.6298186,178.3466976,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-103914,GAR017- K Bridge,-37.6252769,178.3336931,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-103915,GAR018 - Tokata Road,-37.62625123,178.325103,Nitrate nitrogen,g/m³,0.095
Gisborne,Gisborne District Council,LAWA-103916,GGR045 - 162 Warf Road,-37.57950359,178.2867823,Nitrate nitrogen,g/m³,0.215
Gisborne,Gisborne District Council,LAWA-103917,GGR046,-37.57728629,178.2858332,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-103918,GGR047 - Matakaoa Vocanics,-37.56388784,178.3072675,Nitrate nitrogen,g/m³,0.31
Gisborne,Gisborne District Council,LAWA-101187,GPA004,-38.65988224,178.0079125,Nitrate nitrogen,g/m³,0.139
Gisborne,Gisborne District Council,LAWA-101263,GPA162,-38.67660831,178.0779883,Nitrate nitrogen,g/m³,0.037
Gisborne,Gisborne District Council,LAWA-101220,GPB039,-38.64403758,177.9903997,Nitrate nitrogen,g/m³,0.0025
Gisborne,Gisborne District Council,LAWA-101238,GPB049,-38.64616479,177.9692488,Nitrate nitrogen,g/m³,0.007
Gisborne,Gisborne District Council,LAWA-101200,GPB083,-38.63029361,177.9911089,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-101179,GPB099,-38.64289897,177.9820655,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-101180,GPB100,-38.64290795,177.9820661,Nitrate nitrogen,g/m³,0.0065
Gisborne,Gisborne District Council,GDC-00035,GPB102,-38.64293537,177.9820565,Nitrate nitrogen,g/m³,0.0015
Gisborne,Gisborne District Council,LAWA-101183,GPB111,-38.64715951,177.9896179,Nitrate nitrogen,g/m³,0.002
Gisborne,Gisborne District Council,LAWA-101222,GPB125,-38.61889392,177.9666273,Nitrate nitrogen,g/m³,0.0023
Gisborne,Gisborne District Council,LAWA-101221,GPB126,-38.61889392,177.9666273,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-101206,GPB128,-38.63402246,177.9733676,Nitrate nitrogen,g/m³,0.002
Gisborne,Gisborne District Council,LAWA-101205,GPB129,-38.63402246,177.9733676,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-101182,GPB135,-38.64287955,177.9820986,Nitrate nitrogen,g/m³,0.005
Gisborne,Gisborne District Council,LAWA-101241,GPC003,-38.65332985,177.9762788,Nitrate nitrogen,g/m³,0.005
Gisborne,Gisborne District Council,LAWA-101248,GPC026,-38.67471289,177.9609005,Nitrate nitrogen,g/m³,0.0037
Gisborne,Gisborne District Council,GDC-00034,GPC028,-38.67290052,177.9467504,Nitrate nitrogen,g/m³,0.0031
Gisborne,Gisborne District Council,LAWA-101169,GPC030,-38.66985808,177.9658021,Nitrate nitrogen,g/m³,0.4785
Gisborne,Gisborne District Council,LAWA-101168,GPC031,-38.66733965,177.9610796,Nitrate nitrogen,g/m³,1.46
Gisborne,Gisborne District Council,LAWA-101195,GPC062,-38.68650765,177.9456561,Nitrate nitrogen,g/m³,0.0047
Gisborne,Gisborne District Council,LAWA-101246,GPC078,-38.64944702,177.9697746,Nitrate nitrogen,g/m³,0.0029
Gisborne,Gisborne District Council,LAWA-101234,GPC112,-38.65503087,177.9612848,Nitrate nitrogen,g/m³,0.00255
Gisborne,Gisborne District Council,LAWA-101210,GPD039,-38.6491271,177.9450883,Nitrate nitrogen,g/m³,0.0025
Gisborne,Gisborne District Council,LAWA-101207,GPD111,-38.64519266,177.9440134,Nitrate nitrogen,g/m³,0.00465
Gisborne,Gisborne District Council,LAWA-101242,GPD115,-38.62430994,177.9161177,Nitrate nitrogen,g/m³,0.00325
Gisborne,Gisborne District Council,LAWA-101233,GPD116,-38.62521543,177.9366921,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-101228,GPD129,-38.65202175,177.959205,Nitrate nitrogen,g/m³,0.0038
Gisborne,Gisborne District Council,LAWA-101227,GPD130,-38.65202175,177.959205,Nitrate nitrogen,g/m³,0.003
Gisborne,Gisborne District Council,LAWA-101172,GPD132,-38.63656367,177.9411001,Nitrate nitrogen,g/m³,0.014
Gisborne,Gisborne District Council,LAWA-101232,GPD146,-38.64100951,177.9339204,Nitrate nitrogen,g/m³,0.00385
Gisborne,Gisborne District Council,LAWA-101225,GPE006,-38.59387048,177.9271044,Nitrate nitrogen,g/m³,0.00185
Gisborne,Gisborne District Council,LAWA-101212,GPE040,-38.601087,177.9159061,Nitrate nitrogen,g/m³,0.002
Gisborne,Gisborne District Council,LAWA-101214,GPE059,-38.60105398,177.915835,Nitrate nitrogen,g/m³,0.002
Gisborne,Gisborne District Council,LAWA-101188,GPF090,-38.49067128,177.9047902,Nitrate nitrogen,g/m³,0.0047
Gisborne,Gisborne District Council,LAWA-101230,GPF095,-38.58631,177.9474662,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-101193,GPF117,-38.61459548,177.9467736,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-101175,GPG058,-38.56607786,177.9188818,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-101176,GPG059,-38.56608027,177.9188246,Nitrate nitrogen,g/m³,0.0015
Gisborne,Gisborne District Council,LAWA-101192,GPG077,-38.53302271,177.9113742,Nitrate nitrogen,g/m³,3.66
Gisborne,Gisborne District Council,LAWA-101178,GPG088,-38.56605443,177.9192243,Nitrate nitrogen,g/m³,0.0065
Gisborne,Gisborne District Council,LAWA-101257,GPG111,-38.57851684,177.9345873,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-101219,GPH022,-38.52342719,177.8962777,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-101217,GPH028,-38.51298263,177.9011958,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-101173,GPI026,-38.60406615,177.904164,Nitrate nitrogen,g/m³,0.00335
Gisborne,Gisborne District Council,LAWA-101190,GPI032,-38.61759956,177.9065339,Nitrate nitrogen,g/m³,0.00485
Gisborne,Gisborne District Council,LAWA-101224,GPJ005,-38.63341518,177.8686049,Nitrate nitrogen,g/m³,0.003
Gisborne,Gisborne District Council,LAWA-101250,GPJ033,-38.63383278,177.8928565,Nitrate nitrogen,g/m³,4.08
Gisborne,Gisborne District Council,LAWA-101196,GPJ040,-38.63410924,177.9107155,Nitrate nitrogen,g/m³,0.0024
Gisborne,Gisborne District Council,LAWA-101243,GPJ080,-38.63439099,177.8397289,Nitrate nitrogen,g/m³,0.0015
Gisborne,Gisborne District Council,LAWA-101216,GPJ081,-38.63271239,177.8918732,Nitrate nitrogen,g/m³,19
Gisborne,Gisborne District Council,LAWA-101259,GPO004,-38.48396968,177.8816173,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-101264,GPO028,-38.48393881,177.9075061,Nitrate nitrogen,g/m³,1.9
Gisborne,Gisborne District Council,LAWA-103519,GRB007,-37.88488817,178.3258469,Nitrate nitrogen,g/m³,1.2
Gisborne,Gisborne District Council,LAWA-103516,GTA044,-38.36949386,178.3001726,Nitrate nitrogen,g/m³,0.0625
Gisborne,Gisborne District Council,LAWA-103517,GTA047,-38.38438635,178.3116601,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-103518,GTC004,-38.33577119,178.2713939,Nitrate nitrogen,g/m³,0.0057
Gisborne,Gisborne District Council,LAWA-103922,Pututu Road Bore GRC016,-37.81290877,178.4057835,Nitrate nitrogen,g/m³,1.72
Gisborne,Gisborne District Council,LAWA-103920,Racecourse Rd Monitoring Bore GRB075,-37.88369572,178.319581,Nitrate nitrogen,g/m³,0.754
Gisborne,Gisborne District Council,LAWA-103923,Tikitiki Beach Road Bore GRC017,-37.76664796,178.4682852,Nitrate nitrogen,g/m³,0.001
Gisborne,Gisborne District Council,LAWA-103919,Tinatoka Road Bore GRB074,-37.84750243,178.3388064,Nitrate nitrogen,g/m³,0.075
Gisborne,Gisborne District Council,LAWA-103921,Waiomataini Old School Bore GRC015,-37.81269718,178.4058815,Nitrate nitrogen,g/m³,0.723
Hawke's Bay,Hawke's Bay Regional Council,LAWA-101860,20,-39.52290783,176.8623416,Nitrate nitrogen,g/m³,0.0365
Hawke's Bay,Hawke's Bay Regional Council,LAWA-102849,1313,-39.65201696,176.8266508,Nitrate nitrogen,g/m³,0.134
Hawke's Bay,Hawke's Bay Regional Council,LAWA-101864,1714,-39.60427703,176.7614285,Nitrate nitrogen,g/m³,0.88
Hawke's Bay,Hawke's Bay Regional Council,LAWA-101863,1719,-39.63525226,176.7647411,Nitrate nitrogen,g/m³,2.65
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100579,1727,-39.54355357,176.9194137,Nitrate nitrogen,g/m³,0.017
Hawke's Bay,Hawke's Bay Regional Council,HBRC-00147,1756,-39.00254261,177.3956921,Nitrate nitrogen,g/m³,0.01
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100590,1765,-40.0039479,176.2793882,Nitrate nitrogen,g/m³,0.049
Hawke's Bay,Hawke's Bay Regional Council,LAWA-101857,1772,-39.65192089,176.8271003,Nitrate nitrogen,g/m³,5.7
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100594,1780,-39.65192089,176.8271003,Nitrate nitrogen,g/m³,2.7
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100596,1810,-39.9234428,176.5257767,Nitrate nitrogen,g/m³,0.5
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100597,1812,-39.973577,176.4913574,Nitrate nitrogen,g/m³,0.1695
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100600,1816,-40.02367158,176.4325146,Nitrate nitrogen,g/m³,0.0705
Hawke's Bay,Hawke's Bay Regional Council,HBRC-00159,1835,-39.88249694,176.6615973,Nitrate nitrogen,g/m³,0.001
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100605,1838,-39.81700258,176.6906645,Nitrate nitrogen,g/m³,0.0555
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100606,1839,-40.00499042,176.3608324,Nitrate nitrogen,g/m³,0.0105
Hawke's Bay,Hawke's Bay Regional Council,HBRC-00160,1846,-40.01155076,176.3965417,Nitrate nitrogen,g/m³,0.086
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100610,1856,-39.56811297,176.90266,Nitrate nitrogen,g/m³,0.03
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100611,1857,-39.56811297,176.90266,Nitrate nitrogen,g/m³,0.22
Hawke's Bay,Hawke's Bay Regional Council,HBRC-00165,1858,-39.56811297,176.90266,Nitrate nitrogen,g/m³,0.104
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100615,1864,-39.64133436,176.7769438,Nitrate nitrogen,g/m³,0.187
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100617,1871,-39.56811297,176.90266,Nitrate nitrogen,g/m³,0.029
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100624,3457,-39.6635835,176.7783047,Nitrate nitrogen,g/m³,6.3
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100625,3458,-39.6635835,176.7783047,Nitrate nitrogen,g/m³,6.6
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100626,3459,-39.6635835,176.7783047,Nitrate nitrogen,g/m³,0.061
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100627,3468,-39.48452704,176.810761,Nitrate nitrogen,g/m³,1.1
Hawke's Bay,Hawke's Bay Regional Council,LAWA-101850,3475,-39.66786254,176.9269527,Nitrate nitrogen,g/m³,0.0405
Hawke's Bay,Hawke's Bay Regional Council,LAWA-101853,3476,-39.89806183,176.4210789,Nitrate nitrogen,g/m³,5.55
Hawke's Bay,Hawke's Bay Regional Council,LAWA-101855,3477,-39.88044712,176.4908726,Nitrate nitrogen,g/m³,2.1
Hawke's Bay,Hawke's Bay Regional Council,LAWA-101865,3480,-39.65192089,176.8271003,Nitrate nitrogen,g/m³,0.035
Hawke's Bay,Hawke's Bay Regional Council,LAWA-101851,3494,-39.88134345,176.4334509,Nitrate nitrogen,g/m³,1.48
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100629,3508,-39.51385493,176.776845,Nitrate nitrogen,g/m³,0.2
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100637,3823,-39.97737971,176.3591205,Nitrate nitrogen,g/m³,0.041
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100638,3824,-39.97741707,176.3590755,Nitrate nitrogen,g/m³,6.5
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100640,5237,-39.9145125,176.3745801,Nitrate nitrogen,g/m³,0.056
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100641,5238,-39.96009681,176.3995559,Nitrate nitrogen,g/m³,8.65
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100642,5239,-39.6235426,176.8879036,Nitrate nitrogen,g/m³,0.1515
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100643,5240,-39.62355317,176.8878575,Nitrate nitrogen,g/m³,0.38
Hawke's Bay,Hawke's Bay Regional Council,LAWA-100644,5241,-39.88865007,176.4229597,Nitrate nitrogen,g/m³,7.35
